offset,start,end,length_bytes,text,note
0x1914C49,0x1914C49,0x1914C7E,54,   {UNKNOWN_STR}  Ô                                    :ii :ni  ,
0x1914C97,0x1914C97,0x1914C9D,7,iiiiii,
0x1914D88,0x1914D88,0x1914DEF,104, :UR UぉR:ざIR                Ô   {FILL_WINDOW}  R{UNKNOWN_STR} RhÔ                                        :  :k  ぜR  kR  :S   ,
0x1914E0D,0x1914E0D,0x1914E27,27,yji kiiRxÔ UR{UNKNOWN_STR}UR{NAME_END}RRRÔ{RIGHT_ARROW}RM,
0x1914E32,0x1914E32,0x1914E7E,77,k{UNKNOWN_STR}               Ô   Ô                                            :ii :ni  ,
0x1914E7F,0x1914E7F,0x1914E9D,31,j   ぁ   :            iiiiiiiii,
0x1915C0B,0x1915C0B,0x1915C20,22,A :DA :AA         Ô  ,
0x1916023,0x1916023,0x1916040,30,R :DA UwA UBQ ▶RR            ,
0x1916041,0x1916041,0x19160B1,113,   DÔ  AÔ  R\p  R{NAME_END}                                                                 :QTR:nRD:Üxぎ URぜ ERA :ホ♀  ▶z ,
0x19160B2,0x19160B2,0x19160C5,20,DTRw  BTÔ wBÔ wAÔ A,
0x1916227,0x1916227,0x1916244,30,R :DA UwA UBQ                ,
0x1916245,0x1916245,0x19162AD,105,   DÔ  AÔ  R\p                                                                   ▶RR:QTR:nRD:Üxぎ URぜ ERA:,
0x1918757,0x1918757,0x191877E,40,hEQDSkCgBEgCAAAAigCgQCg{STRING}EAAソäCÔ  h\p  AC,
0x191C007,0x191C007,0x191C023,29,:            yRyìiTRìTyzmSyÙ,
0x191C208,0x191C208,0x191C228,33,            ihまÔyRyÔiTRÔTyz i▶Ô ,
0x191E453,0x191E453,0x191E494,66,                                    U   :   :   :   :   U   U   E,
0x191E495,0x191E495,0x191E4FF,107,まRGêêRRGéRRRQRRBRRRBRRÙQRB/GRご/BAéÔRBB\pQRQêBRêBRGADR“ADTwA\nDwA\n        Ô   Ô   Ô   Ô              ▶  :\p  :,
0x191E500,0x191E500,0x191E51C,29,                    “R-/DAwz,
0x191E51D,0x191E51D,0x191E523,7,AAA ▶D,
0x191E524,0x191E524,0x191E53A,23, :\p  :Ô         DwwAAD,
0x191E64F,0x191E64F,0x191E6F7,169, BAéÔ                                   U   :   :   :   U   U   E   ▶êêRRGéRRRQRRBRRRBRRÙQRB/GRご/“R-/RBB\pQRQêBRêBRGADR“ADTwA\nDwA\nDwwA    Ô   Ô   Ô   Ô           Ô      ,
0x191E6F8,0x191E6F8,0x191E718,33,  :\p  :Ô                    DAwz,
0x191E719,0x191E719,0x191E71F,7,AAA ▶D,
0x192222D,0x192222D,0x1922306,218,パs{STRING}wAGÔ                                                                 ァ¥A:s¥A:sAé:DA“:ピD“ URx:yラM:izRAé{NAME_END}{RIGHT_ARROW}sÔ zラ{NAME_END}ラj{NAME_END}ンj{NAME_END}GT{SE_SS_ANNE_HORN}xピÔ R\n                                                                   kDR :AA :zA :Rヲ  ,
0x19224B3,0x19224B3,0x1922507,85,                                                                  kyQ :DA :xA  Uヲ  :,
0x19240E7,0x19240E7,0x192410E,40, :w\p EAÔ EAÔ                           ,
0x19242F0,0x19242F0,0x192430E,31,   :        :   UÔ  RÔ  A\p  AR,
0x1924310,0x1924310,0x1924323,20,DRRR              Ô,
0x192450C,0x192450C,0x1924524,25,QRRBDRBA         ::Ô UUÔ,
0x1924525,0x1924525,0x192452E,10,Q{NAME_END}ABAÔAA,
0x192452F,0x192452F,0x192457B,77, A▶Ô                                        :   ァ   :           :   UEAAAüAA,
0x192458F,0x192458F,0x1924594,6,EDw{DYNAMIC}A,
0x19247A2,0x19247A2,0x19247A6,5,AJUR,
0x1925388,0x1925388,0x19253A4,29,  :R  UR :RR                ,
0x1925BCE,0x1925BCE,0x1925C2F,98,QQ UBR                Ô  :{FILL_WINDOW} UR\p:RRBE{NAME_END}               Ô   Ô   Ô                  :  :E  EA  :D   ,
0x1925C30,0x1925C30,0x1925C3C,13,    :ITR:‘DB,
0x1925C91,0x1925C91,0x1925CD5,69,                                     :E  Ew  EA  :\p  :Ô            /,
0x1925DD2,0x1925DD2,0x1925E44,115,QQ                    Ô  :{FILL_WINDOW} UR\p:R                    Ô   Ô   Ô                      :  :E  EA  :D UBR:ITR:‘DB:qAず,
0x1925EB8,0x1925EB8,0x1925EDD,38,  :E  Ew  E\p  :Ô            \lURB\lBQ\pA,
0x1928509,0x1928509,0x19285A6,158,AA\lAAAAEAAA                    Ô   \l   !Ô                                     ▶   E   E   E   ·   :   :    \p\p/AAEEAAAEAAAzDAAADAAAz9AA9·999AÔ  v\n  ず\n  z\p  Av,
0x192870D,0x192870D,0x192875F,83,AA\lAAAA                        Ô   \l                                      :   ▶   ,
0x1928760,0x1928760,0x192877C,29,   E   E   ·   :   :AAAAEAAA,
0x1928787,0x1928787,0x19287AA,36,EAwzDAAAz9AA9!Ô  AÔ  v\n  ず\n  z\p  Av,
0x19287AB,0x19287AB,0x19287B3,9, -vwÔ9DA,
0x192D782,0x192D782,0x192D7A9,40,  :zÔ  ▶\nÔ ▶Q\p UTx                    :,
0x192D7E4,0x192D7E4,0x192D7F3,16,  :z  ▶z  Ew  :,
0x192D97E,0x192D97E,0x192D9A5,40,  :zÔ  ▶\nÔ ▶Q\p UTx:RRR                :,
0x192D9E0,0x192D9E0,0x192D9EF,16,  :z  ▶z  Ew  :,
0x192F877,0x192F877,0x192F88A,20,Ô :R{UNKNOWN_STR}URh kRi :ii  ,
0x192F8DF,0x192F8DF,0x192F8EA,12,U URR :RR  ,
0x19305D6,0x19305D6,0x19305EB,22,)a :)i  ソi  ki  :y   ,
0x1930714,0x1930714,0x1930787,116,                            Ô              :   ·   E  :ハ  :9   · :iW:まëhEUGê!URêA\pRRAzRxニzUR9>\nギiyWiiii{B_TRAINER1_NAME}yiÔGÙ\n RêÔ,
0x19307D6,0x19307D6,0x19307EB,22,ぷz :)i  ソi  ki  :y   ,
0x1931987,0x1931987,0x19319A0,26,R :RR URR URR            ,
0x1931A79,0x1931A79,0x1931B7E,262,wzA EDA :E\p  :Ô            \pzAwwzAAADE\pE\p:Ô:Ô              \p   \p   Ô                                                                                                                                                                                      :          ,
0x1931EA7,0x1931EA7,0x1931EBF,25,:            qxセqTRxTORR,
0x1936EF8,0x1936EF8,0x1936F06,15,  Ew  :R  UQ  ,
0x193DC5C,0x193DC5C,0x193DC74,25,   z  lz   z            ,
0x19409BC,0x19409BC,0x19409D4,25, lzz  lz                ,
0x194227C,0x194227C,0x1942294,25, lzz  lz                ,
0x19490E4,0x19490E4,0x1949104,33,  ▶A  Ew :オx :オq                ,
0x194DB2E,0x194DB2E,0x194DB34,7,AAwAAA,
0x194DC3B,0x194DC3B,0x194DC41,7,EEAA\pw,
0x194DDB2,0x194DDB2,0x194DDB7,6,DDADA,
0x1950262,0x1950262,0x195026F,14,  zoÔ ijÔ c{UNKNOWN_STR},
0x1950324,0x1950324,0x1950344,33,                99999v99ペ\luuuzzペ,
0x195088E,0x195088E,0x1950898,11,AA:AAz   :,
0x195091F,0x195091F,0x1950930,18,ァ{DYNAMIC}EAAEAAAAAAAAAAA,
0x19509C1,0x19509C1,0x1950A91,209,                                                                                                                                                                                              :  :E  EA  :z  ▶A ,
0x1950AA3,0x1950AA3,0x1950AED,75,:AAA▶DAAwéAAAAAAA    Ô   \p   \p:  AEÔ ADÔ ADÔ AAÔ                    :  :ぜ ,
0x1952583,0x1952583,0x195258A,8, RRRÔJw,
0x195262D,0x195262D,0x1952666,58,                                       ぽべBE:ぽAA :zA EAA :,
0x1952689,0x1952689,0x1952779,241,Ô                                                                                                                                                                                                 Ô  :{NAME_END} :B      :Ô  U{NAME_END}:RR URで:RRデURRでRRQR     ,
0x195277F,0x195277F,0x1952786,8, RRRÔJw,
0x195298E,0x195298E,0x19529A0,19,ki:mii            ,
0x19529A2,0x19529A2,0x19529B1,16,  i{UNKNOWN_STR} i{UNKNOWN_STR} iÔ  i,
0x1952A25,0x1952A25,0x1952A2F,11,k{UNKNOWN_STR}ii{UNKNOWN_STR}iiS,
0x1952A87,0x1952A87,0x1952A9B,21,             iiiまikj,
0x1952BA6,0x1952BA6,0x1952C07,98,  i{UNKNOWN_STR} i{UNKNOWN_STR} iÔ                                                             :   ま:miiまjiiまji{STRING}:ii{STRING}:ii,
0x1952C88,0x1952C88,0x1952C9B,20,            ziSまiij,
0x19536E4,0x19536E4,0x1953704,33,                ii\n ii{UNKNOWN_STR}iiÔ y{B_ATK_NAME_WITH_PREFIX} ,
0x1954966,0x1954966,0x195497B,22, ぜ   :        URRペ▶Rz,
0x1954FE1,0x1954FE1,0x195509F,191,ぉÔ  ぜÔ  :                                                                                                                                                    ::  Uk :Uh kC{NAME_END}:i\p UhE           ,
0x195514F,0x195514F,0x1955158,10,CERhUE\p  ,
0x1956864,0x1956864,0x195687B,24,                Rxiベxj{STRING},
0x1956A55,0x1956A55,0x1956A62,14,-ニh U9R :RR  ,
0x1956A68,0x1956A68,0x1956A84,29,            kRRピRxi{EMOJI_LEAF}j{B_ATK_NAME_WITH_PREFIX}i{B_ATK_NAME_WITH_PREFIX} ,
0x1957AF5,0x1957AF5,0x1957AFC,8,RRRR{STRING}ki,
0x19597A4,0x19597A4,0x19597B9,22,                ikyぽZ,
0x195CAE5,0x195CAE5,0x195CAEC,8,zN\n URN,
0x195CCE9,0x195CCE9,0x195CCF0,8,zN\n URN,
0x195E340,0x195E340,0x195E348,9, :EA EAA,
0x195E542,0x195E542,0x195E54D,12,AA:AAAE!9/!,
0x195E604,0x195E604,0x195E61C,25,                \l·zA-zqA,
0x195F81F,0x195F81F,0x195F83C,30,▶   :               :Xqoペ\nソnn,
0x1960719,0x1960719,0x1960726,14,·vq :vT  Uベ  ,
0x196108F,0x196108F,0x19610A1,19,zzÖsz             ,
0x1965ACC,0x1965ACC,0x1965AE8,29, :EA EAA                    ,
0x1965CC8,0x1965CC8,0x1965CE4,29, :EA EAA:ご‘A                ,
0x19680E4,0x19680E4,0x19680FA,23,                zzzポzz,
0x1968B24,0x1968B24,0x1968B3D,26,                Rペ\pvzu\l·▶,
0x19694F9,0x19694F9,0x1969500,8,QAぱ EOA,
0x19698AA,0x19698AA,0x19698C8,31,AAAAAAAAAA                    ,
0x1969AAE,0x1969AAE,0x1969ACC,31,AAAAAA                        ,
0x1969CC0,0x1969CC0,0x1969CE1,34,iヲララiiiラzjiixwzixBAz        Ô   {DYNAMIC},
0x1969F11,0x1969F11,0x1969F75,101,      :   ァ   U   U   :   :   :    xxziRDAzxBAAxピA×RTiピラjcじラsiTァガzベiiララjiiヲwziiベAzjぜAwwぉADARzAゴuズAギラ,
0x196D883,0x196D883,0x196D8A4,34,: EQE:ペABぜ‘BAAペAA                ,
0x196E98F,0x196E98F,0x196E996,8,zRRRT  ,
0x197101C,0x197101C,0x1971033,24,  :L  :z  UL  :z  :フ   ,
0x1973A28,0x1973A28,0x1973A32,11,59zT·9vUí9,
0x1979A67,0x1979A67,0x1979A78,18,D :w! lA9 E9v    ,
0x197C7C8,0x197C7C8,0x197C7E8,33,  kR :Rê URê                    ,
0x197D010,0x197D010,0x197D07D,110,  :Q                    Ô   \p   \p                                                                     EB  UI ,
0x1980258,0x1980258,0x198027E,39,                            cTAx▶kAパ:ラ,
0x198045D,0x198045D,0x1980482,38,Ô  R\p  {FILL_WINDOW}  Ô             :B  UQ :xQ  ,
0x1980665,0x1980665,0x1980686,34,Ô  R\p  {FILL_WINDOW}  Ô     :ぉ  UB  UQ :xQ  ,
0x19843AD,0x19843AD,0x19843B2,6,mz\nzz,
0x1987BC5,0x1987BC5,0x1987BD9,21,:まB  :z :ED EAEwÔ  T,
0x1987C5E,0x1987C5E,0x1987C6E,17,xÔ  E\p  E\p :QB  ,
0x1987DAF,0x1987DAF,0x1987DCE,32,     zTRCRRY/ó2.zzzzRÄEGGÔ:まB :,
0x1987DCF,0x1987DCF,0x1987DDD,15,z EADwÔ  \n   R,
0x1987E5E,0x1987E5E,0x1987E6E,17,xÔ  E\p  E\p :QB  ,
0x19894B1,0x19894B1,0x1989501,81,wA\l                                                                 ▶/A:+EA:Ö-A:,
0x1989F39,0x1989F39,0x1989F4E,22,EAw:9wA ·9z ·99 :9\l  ,
0x198A68C,0x198A68C,0x198A6A4,25,oëqij¿ji                ,
0x198B8D1,0x198B8D1,0x198B91A,74,kÒ                                                    i  V{UNKNOWN_STR} V▶  i▶ V{STRING}ヨ i,
0x198B9D2,0x198B9D2,0x198BA36,101,zkニk  ニk  üi  üÒ  kÒ  i   Ò              i   V   F   R  FÏ        iiiii   ii  Rii FRi RFÏ         i{STRING},
0x198BA37,0x198BA37,0x198BB17,225,i iiÒ                                                                                                                      Vi                            ii                                                         i  V{UNKNOWN_STR} V▶  i,
0x198C5DF,0x198C5DF,0x198C5FC,30,▶   :               :Xqoペ\nソnn,
0x198C9FF,0x198C9FF,0x198CA1C,30,▶   :               :Xqoペ\nソnn,
0x198CE1F,0x198CE1F,0x198CE3C,30,▶   :               :Xqoペ\nソnn,
0x198D23F,0x198D23F,0x198D25C,30,▶   :               :Xqoペ\nソnn,
0x198D65F,0x198D65F,0x198D67C,30,▶   :               :Xqoペ\nソnn,
0x198DA7F,0x198DA7F,0x198DA9C,30,▶   :               :Xqoペ\nソnn,
0x198DE9F,0x198DE9F,0x198DEBC,30,▶   :               :Xqoペ\nソnn,
0x198E2BF,0x198E2BF,0x198E2DC,30,▶   :               :Xqoペ\nソnn,
0x198E6DF,0x198E6DF,0x198E6FC,30,▶   :               :Xqoペ\nソnn,
0x198EAFF,0x198EAFF,0x198EB1C,30,▶   :               :Xqoペ\nソnn,
0x198EF1F,0x198EF1F,0x198EF3C,30,▶   :               :Xqoペ\nソnn,
0x198F33F,0x198F33F,0x198F35C,30,▶   :               :Xqoペ\nソnn,
0x198F75F,0x198F75F,0x198F77C,30,▶   :               :Xqoペ\nソnn,
0x198FB7F,0x198FB7F,0x198FB9C,30,▶   :               :Xqoペ\nソnn,
0x198FF9F,0x198FF9F,0x198FFBC,30,▶   :               :Xqoペ\nソnn,
0x19903BF,0x19903BF,0x19903DC,30,▶   :               :Xqoペ\nソnn,
0x1993565,0x1993565,0x1993579,21,:まB  :z :ED EAEwÔ  T,
0x19935FE,0x19935FE,0x199360E,17,xÔ  E\p  E\p :QB  ,
0x199374F,0x199374F,0x199376E,32,     zTRCRRY/ó2.zzzzRÄEGGÔ:まB :,
0x199376F,0x199376F,0x199377D,15,z EADwÔ  \n   R,
0x19937FE,0x19937FE,0x199380E,17,xÔ  E\p  E\p :QB  ,
0x1993985,0x1993985,0x1993999,21,:まB  :z :ED EAEwÔ  T,
0x1993A1E,0x1993A1E,0x1993A2E,17,xÔ  E\p  E\p :QB  ,
0x1993B6F,0x1993B6F,0x1993B8E,32,     zTRCRRY/ó2.zzzzRÄEGGÔ:まB :,
0x1993B8F,0x1993B8F,0x1993B9D,15,z EADwÔ  \n   R,
0x1993C1E,0x1993C1E,0x1993C2E,17,xÔ  E\p  E\p :QB  ,
0x1993DA5,0x1993DA5,0x1993DB9,21,:まB  :z :ED EAEwÔ  T,
0x1993E3E,0x1993E3E,0x1993E4E,17,xÔ  E\p  E\p :QB  ,
0x1993F8F,0x1993F8F,0x1993FAE,32,     zTRCRRY/ó2.zzzzRÄEGGÔ:まB :,
0x1993FAF,0x1993FAF,0x1993FBD,15,z EADwÔ  \n   R,
0x199403E,0x199403E,0x199404E,17,xÔ  E\p  E\p :QB  ,
0x19941C5,0x19941C5,0x19941D9,21,:まB  :z :ED EAEwÔ  T,
0x199425E,0x199425E,0x199426E,17,xÔ  E\p  E\p :QB  ,
0x19943AF,0x19943AF,0x19943CE,32,     zTRCRRY/ó2.zzzzRÄEGGÔ:まB :,
0x19943CF,0x19943CF,0x19943DD,15,z EADwÔ  \n   R,
0x199445E,0x199445E,0x199446E,17,xÔ  E\p  E\p :QB  ,
0x19947B1,0x19947B1,0x19947F5,69,                                   :j{STRING}ラ:{DYNAMIC}▶ラ ▶wz ゼAA kAA:UAゴァ{DYNAMIC}ig:{DYNAMIC}iRt,
0x19960CD,0x19960CD,0x19960D9,13,URぉぉTUN     ,
0x19962F4,0x19962F4,0x1996341,78,                                                                :uAw ▶AA:ヂDパ ,
0x1996A12,0x1996A12,0x1996A7F,110,                                                                                         :   :   : UÔ  U{NAME_END} UR,
0x1996A89,0x1996A89,0x1996A9C,20,DヌzQンrBBヌDA        ,
0x1997AFF,0x1997AFF,0x1997B21,35,  kaÔ ソK{UNKNOWN_STR}ソUy:セUyUS<t            :,
0x1997FCB,0x1997FCB,0x1997FD8,14, zxRÔyxRÔoÔ  ,
0x199B6BF,0x199B6BF,0x199B727,105,k :jy kiプ ▶iペ :zi ▶ziv\lÔ zz\l ee{CIRCLE_6}ボボj{STRING}99ii9ボziyji\niji{UNKNOWN_STR}               Ô   Ô                      :   ぜ   ,
0x199B9A1,0x199B9A1,0x199B9F7,87,{UNKNOWN_STR} yÔ  jÔ  {UNKNOWN_STR}  Ô                                   :k{STRING}y :{STRING}▶  kk :{STRING}k :Ôk   :        iii,
0x199BB8D,0x199BB8D,0x199BB96,10,·kzkE▶i  ,
0x199C544,0x199C544,0x199C564,33,  :× :E× まBB:“×A                ,
0x199C565,0x199C565,0x199C5BC,88,   ×Ô  AÔ  A\pÔ                                                :                :EAA:AAA,
0x199C7B9,0x199C7B9,0x199C7D0,24,AAAEAAAまAAxDA\no▶D\po:RRz,
0x199CC8F,0x199CC8F,0x199CC9C,14,     zzzÔzz\n ,
0x199E11B,0x199E11B,0x199E149,47,Ô   :   U   :            UR{NAME_END}UR{NAME_END}hh{NAME_END}TTÔ UTÔ :,
0x199EB6B,0x199EB6B,0x199EB7B,17,         DA!\p!AA,
0x199ED6C,0x199ED6C,0x199ED7F,20,        qAA\lDA!\p!AA,
0x19A28C7,0x19A28C7,0x19A28E5,31,U   U  :R  ゼR{FILL_WINDOW}  {NAME_END}  {NAME_END}  {NAME_END}  x,
0x19A481E,0x19A481E,0x19A482B,14,QG UÙR :ER  :,
0x19A4F8B,0x19A4F8B,0x19A4FA1,23,▶ぉznz&ozo             ,
0x19A6A6B,0x19A6A6B,0x19A6AB8,78,\p\pEA\pARBÔ                                           :   E   E  :A  :♀  :í :QA,
0x19A6C4B,0x19A6C4B,0x19A6C60,22,A :AB :QA            ,
0x19A6C71,0x19A6C71,0x19A6CBE,78,AAÔ                                           :   E  :A  :\p  E\p  íA ERA EBAÔ:,
0x19A6CC1,0x19A6CC1,0x19A6CE5,37,URUERRBBBQRBAピREQポxQR\p xQ\p wBÔ RAÔ A,
0x19A6E91,0x19A6E91,0x19A6EC5,53,m\n                                  E\p\n E\pz E▶\n E▶\n ,
0x19A6F0F,0x19A6F0F,0x19A6F1A,12,E▶zzE      ,
0x19A6F64,0x19A6F64,0x19A6F7D,26,                \pz\nA\pz\nA▶,
0x19A70E8,0x19A70E8,0x19A70EF,8,9äuzzzz,
0x19A7168,0x19A7168,0x19A7181,26,            zz\nA▶zEA▶zEA\n,
0x19A8391,0x19A8391,0x19A8396,6,TRhw-,
0x19A8504,0x19A8504,0x19A8526,35,  :A  EA  ·A :zz            Ô   \pÔ,
0x19A8604,0x19A8604,0x19A861D,26,                zp\nUÍp?Tど,
0x19A9C1F,0x19A9C1F,0x19A9C3C,30,▶   :               :Xqoペ\nソnn,
0x19ADA61,0x19ADA61,0x19ADAB7,87,{UNKNOWN_STR} yÔ  jÔ  {UNKNOWN_STR}  Ô                                   :k{STRING}y :{STRING}▶  kk :{STRING}k :Ôk   :        iii,
0x19ADC4D,0x19ADC4D,0x19ADC56,10,ゼkzkU▶i  ,
0x19ADE81,0x19ADE81,0x19ADED7,87,{UNKNOWN_STR} yÔ  jÔ  {UNKNOWN_STR}  Ô                                   :k{STRING}y :{STRING}▶  kk :{STRING}k :Ôk   :        iii,
0x19AE16C,0x19AE16C,0x19AE189,30,A\pURTTRP                     ,
0x19AE25A,0x19AE25A,0x19AE261,8,UPRRRR+,
0x19AE372,0x19AE372,0x19AE3DD,108,R{NAME_END}                       :Ô  E\pÔ                                  :Aw :!T Ezx ▶0x :Rセ :xセ ▶+o ▶ぉzxR?Rセ·?vq,
0x19AE6C1,0x19AE6C1,0x19AE717,87,{UNKNOWN_STR} yÔ  jÔ  {UNKNOWN_STR}  Ô                                   :k{STRING}y :{STRING}▶  kk :{STRING}k :Ôk   :        iii,
0x19B17BD,0x19B17BD,0x19B17DF,35,   SÔ  R{NAME_END} R{NAME_END} R{UNKNOWN_STR} hÔ     ▶  :u   ,
0x19B6045,0x19B6045,0x19B604E,10,mzAまmAAìz,
0x19B6224,0x19B6224,0x19B6252,47,                ÄREx\piTjÔkTj:\pBhUkSずEkyI:Äyざ E,
0x19B9363,0x19B9363,0x19B936B,9, ETxÔ▶RR,
0x19B93CC,0x19B93CC,0x19B93DF,20,げ9\lRP99▶gfAw.9CA.9C,
0x19B9567,0x19B9567,0x19B956F,9, ETxÔ▶RR,
0x19B9570,0x19B9570,0x19B957E,15,ARRE          ,
0x19B9638,0x19B9638,0x19B963E,7,ii\lEi.,
0x19BB4CE,0x19BB4CE,0x19BB4D2,5,zzzz,
0x19BCB78,0x19BCB78,0x19BCBB0,57,ごIxzぉzTRzRRARRARIêRRRAzRAAwz“\p  zÔ  R{FILL_WINDOW} RRÜ zTÔ R{FILL_WINDOW} RR{FILL_WINDOW},
0x19BCF98,0x19BCF98,0x19BCFD0,57,ごIxzぉzTRzRRARRARIêRRRAzRAAwz“\p  zÔ  R{FILL_WINDOW} RRÜ zTÔ R{FILL_WINDOW} RR{FILL_WINDOW},
0x19BFE80,0x19BFE80,0x19BFE95,22,n{SUPER_ER}-fTxi?Uy.v\nyPyzぜj? ,
0x19C0084,0x19C0084,0x19C0096,19,n{SUPER_ER}-fTxi?Uy.v\nyPy  ,
0x19C1BF2,0x19C1BF2,0x19C1C2C,59,zmÔkiz:izikziizSyzzzjhhiSizjiyjyz\nzÔ  y\n  y\n  z\n  zÔ  zÔ  ,
0x19C4EEC,0x19C4EEC,0x19C4F08,29, :EA ぜAA                    ,
0x19C6626,0x19C6626,0x19C662D,8,hz:RRR ,
0x19C682A,0x19C682A,0x19C6831,8,hz:RRR ,
0x19C6F92,0x19C6F92,0x19C6FDD,76,                               :                                    UR  UR ,
0x19CB4E0,0x19CB4E0,0x19CB506,39,                    qpずzöpBQÔURR ▶BR :,
0x19CB606,0x19CB606,0x19CB620,27,Eポ Uxブ ▶Rズ:RBB            ,
0x19CB6E0,0x19CB6E0,0x19CB706,39,                    qTRxöpずzÔURR ▶BR :,
0x19CB899,0x19CB899,0x19CB8E9,81,ペペベyピペuUx¿▶Sy/▶RÙ-!hÙm9hÙÙz-9\l -9òÔR1h{STRING}RhTjSSxxThThTRyRvhRT            Ô   Ô   \n,
0x19CBB0C,0x19CBB0C,0x19CBB2D,34,        hRxSRRThRRxS\pURBÔE\pE:AÔE:,
0x19CD6F8,0x19CD6F8,0x19CD705,14,  :A  EA  EA:,
0x19CD916,0x19CD916,0x19CD936,33,R{LEFT_ARROW}:RRBURラRQ{RIGHT_ARROW}MRQRRRRRRRBRRRごQRR¥R,
0x19CDB1A,0x19CDB1A,0x19CDB35,28,R{LEFT_ARROW}:RRBURラRQ{RIGHT_ARROW}MRQRRRRRRRBRRRQ,
0x19D0736,0x19D0736,0x19D077E,73,  E\p  \pÔ  Ô   Ä   Ô              E   :                        DAwzEEAA::,
0x19D0960,0x19D0960,0x19D0981,34,                    AwAzAAzD\pAA\pÔ,
0x19D0F34,0x19D0F34,0x19D0FBD,138, :wo :wzÔEAパ\pA▶Dw\pzzA\pzz×\pzzAAパzペパ\p oAAÔzAAÔAA×ÔA×A\p×AwzDAペパ×ADA                    Ô   \n   DÔ                                  EAAAポAAA:,
0x19D1134,0x19D1134,0x19D1140,13,  Ez :wo :wz,
0x19D1141,0x19D1141,0x19D11BD,125,EAパwA▶DA\pzz×\pzzAAパz×パ\p ペAAÔoAAÔzA×ÔA×A\p×AAzDAw××ADA                    Ô   {SE_SS_ANNE_HORN}  wÔ     :                            AAAAポAAA:,
0x19D3413,0x19D3413,0x19D3475,99,Ô                                                                 :ÙA EìA kDQ kAw :Aé :zA  Ez :RA\p,
0x19D3499,0x19D3499,0x19D34EA,82,           Ô   Ô                                            ETR:ADT EAD ▶AA :wD  ,
0x19D3694,0x19D3694,0x19D36EA,87,        Ô   Ô   Ä   {SE_SS_ANNE_HORN}  Ô                                        ETR:ADT EAD ▶AA :wD  ,
0x19D3CEA,0x19D3CEA,0x19D3D02,25,  \n   {UNKNOWN_STR}   kjy :iT :TN  ,
0x19D4C47,0x19D4C47,0x19D4C50,10,U ▶RN URh,
0x19D5268,0x19D5268,0x19D5280,25,  ki :hぉ kSぉ            ,
0x19D806B,0x19D806B,0x19D8075,11, iiiÔyz\n  ,
0x19D832F,0x19D832F,0x19D8343,21,     -i9zi9zざ9\lki9Ô:,
0x19D8345,0x19D8345,0x19D835E,26,               ioyでざjyZii,
0x19D8A0E,0x19D8A0E,0x19D8A19,12,RRNピNR     ,
0x19DA327,0x19DA327,0x19DA32F,9,A :QA :D,
0x19DA346,0x19DA346,0x19DA34C,7,zRARRz,
0x19DA54A,0x19DA54A,0x19DA550,7,zRARxz,
0x19DA574,0x19DA574,0x19DA5DF,108,                Ô                 :Ô                             :BB  ED  ▶z  :A  :A   E   E  :DRTÔ z{NAME_END} RÔ ,
0x19DB21A,0x19DB21A,0x19DB220,7,zO\pRDz,
0x19DBBA8,0x19DBBA8,0x19DBBC8,33,AAAAz-wD▶5!z                    ,
0x1A35812,0x1A35812,0x1A35818,7,  Seed,
0x1A35836,0x1A35836,0x1A3583C,7,  Seed,
0x1A3587E,0x1A3587E,0x1A35885,8,  Flame,
0x1A358A2,0x1A358A2,0x1A358A9,8,  Flame,
0x1A358EA,0x1A358EA,0x1A358F2,9,  Turtle,
0x1A3590E,0x1A3590E,0x1A35919,12,  Shellfish,
0x1A35956,0x1A35956,0x1A3595E,9,  Cocoon,
0x1A3597A,0x1A3597A,0x1A35985,12,  Butterfly,
0x1A3599E,0x1A3599E,0x1A359A9,12,  Hairy Bug,
0x1A359C2,0x1A359C2,0x1A359CA,9,  Cocoon,
0x1A359E6,0x1A359E6,0x1A359F2,13,  Poison Bee,
0x1A35A0A,0x1A35A0A,0x1A35A15,12,  Tiny Bird,
0x1A35A2E,0x1A35A2E,0x1A35A34,7,  Bird,
0x1A35A52,0x1A35A52,0x1A35A58,7,  Bird,
0x1A35ABE,0x1A35ABE,0x1A35AC9,12,  Tiny Bird,
0x1A35AE2,0x1A35AE2,0x1A35AE8,7,  Beak,
0x1A35B06,0x1A35B06,0x1A35B0D,8,  Snake,
0x1A35B2A,0x1A35B2A,0x1A35B31,8,  Cobra,
0x1A35B72,0x1A35B72,0x1A35B79,8,  Mouse,
0x1A35B96,0x1A35B96,0x1A35B9D,8,  Mouse,
0x1A35BBA,0x1A35BBA,0x1A35BC1,8,  Mouse,
0x1A35BDE,0x1A35BDE,0x1A35BEA,13,  Poison Pin,
0x1A35C02,0x1A35C02,0x1A35C0E,13,  Poison Pin,
0x1A35C26,0x1A35C26,0x1A35C2D,8,  Drill,
0x1A35C4A,0x1A35C4A,0x1A35C56,13,  Poison Pin,
0x1A35C6E,0x1A35C6E,0x1A35C7A,13,  Poison Pin,
0x1A35C92,0x1A35C92,0x1A35C99,8,  Drill,
0x1A35CDA,0x1A35CDA,0x1A35CE1,8,  Fairy,
0x1A35D46,0x1A35D46,0x1A35D4F,10,  Balloon,
0x1A35D6A,0x1A35D6A,0x1A35D73,10,  Balloon,
0x1A35DFA,0x1A35DFA,0x1A35E00,7,  Weed,
